source,index,published,published_date,location,title,text,author,written_by
News Online Today,204,21/6/2009,21/6/2009 0:00,"ABILA, Kronos",SPONTANEOUS PROTESTS ERUPT AROUND ABILA,"Protests erupted around the Kronos government buildings, downtown, and elsewhere around Abila eventually escalating into riots and violence. A unifying theme of the protesters was the chanted slogans including ""Justice for Elian"" in reference to previously mentioned activist Elian Karel and ""Remember Juliana"", a young girl from Elodis who died in 1998 allegedly from the effects of water contamination.",,
News Online Today,209,17-Dec-13,17/12/2013 0:00,TITLE: GOVERNMENT STANDS UP ANTI,GOVERNMENT STANDS UP ANTI-TERRORIST TASK FORCE,"President Kapelou’s office announced today the formation of a State security anti-terrorist task force.  A spokesman for the office said “Considering the increased incidents of terrorist acts around the world, we felt it was time to readdress our operational readiness.”  Task force members will be recruited from military and law enforcement agencies.",,
News Online Today,219,21/1/2014,21/1/2014 0:00,"ABILA, Kronos",RANSOM DEMANDS MADE IN GASTECH KIDNAPPING,"The Protectors of Kronos have not only taken responsibility for the kidnapping of GAStech International employees, but have also made a ransom demand of $20M from the President and CEO Sten Sanjorge, Jr.",,
News Online Today,227,4/5/1984,4/5/1984 0:00,,Shale gas pioneer plans world's first offshore wells in Mediterranean Sea,"<<Deleted Image: Anti-offshore drilling protester.  Exploration has proved a controversial issue in Kronos>> Continue reading the main story The son of the founder of gas firm GAStech is planning a venture to drill in the Mediterranean Sea, the Times has learned. believes there are large volumes of offshore gas that could be extracted. ""Certainly offshore gas isn't a new concept, but there's no reason with the Kronosian history of offshore development that we can't develop these resources offshore,"" he told the Times. Shale gas is extracted using the controversial technique of hyper-acidic substrate removal which involves injecting acidic chemicals shale layers, to break them up and release the natural gas trapped within. GAStech has estimated that the Kronos total offshore shale gas resources could be between five and 10 times the size of the resources available onshore. But using the process on the large numbers of wells needed to extract offshore shale gas commercially has never been done.",,
News Online Today,247,6/4/2005,6/4/2005 0:00,"ELODIS, Kronos",POK PROTESTS END IN ARRESTS,Fifteen members of the Protectors of Kronos (POK) activist organization were arrested by Kronos federal police yesterday following an dispute at the gates of the Tiskele Bend GAStech facility.,,
News Online Today,25,16/12/2013,16/12/2013 0:00,"ABILA, Kronos",BRAZEN DAY TIME ASSAULT BY POK,"The brazen day time assault on two peace officers by the POK is just another violent, terroristic act in a long string of such acts.",,
News Online Today,252,20/6/2013,20/6/2013 0:00,"ABILA, Kronos","Annual POK Rally Ends in Riot, Again","POK members held their annual demonstration in Abila yesterday. Police and government security forces set up between the protestors and the Capitol building in a show of force, hoping to prevent the kind of chaos that occurred during last year's riot.",,
News Online Today,256,17/8/2000,17/8/2000 0:00,"ABILA, Kronos",TISKELE BEND EXPLOSION AND FIRE,"A spark at the GAStech International-owned well at the Tiskele Bend site ignited methane gas several hundred feet underground, causing a fireball and fire that burned for about an hour is the findings from a dual GAStech - government investigation of the explosion and subsequent fire Sunday morning.",,
News Online Today,263,20/8/1998,20/8/1998 0:00,"ELODIS, Kronos",TEN-YEAR OLD ELODIS GIRL DIES OF POISONING,"Ten-year old Juliana Vann died yesterday afternoon, surrounded by her family and friends.  After visits to many hospitals, a doctor associated with the international assistance organization Wellness For All recommended Juliana be tests for benzene poisoning.",,
News Online Today,266,5-Feb-12,5/2/2012 0:00,"ABILA, Kronos",POK MEMBERS TARGETED BY ABILA POLICE,"Four Protectors of Kronos members were arrested by Abila police last week on false drug charges.  The four citizens were attending evening poetry readings at a local café.  Witnesses report that police stormed the café, ignoring everyone but those four specific persons.  It is increasingly evident that the persecution of the POK has become official government policy.",,
News Online Today,267,8/7/1999,8/7/1999 0:00,"ABILA, Kronos",MINISTER OF HEALTH TO PROPOSE SOLUTION TO TOWN POISONING,Prime Minister of Health Cesare Nespola announced he would sponsor a bill to increase taxes on foreign energy development in Kronos intended to fund environmental cleanup and improved healthcare for rural towns.  Following a series of meetings with members of the activist group Protectors of Kronos (POK) the announcement was made last week.,,
News Online Today,27,19/1/1998,19/1/1998 0:00,"ABILA, Kronos",Kronos Benefits from Foreign Investment,"Today is the fifth anniversary of President Araullo's visionary plan to bring foreign investment to Kronos, a bold act that has reaped tremendous benefits for our fair country.  These people claim that foreign investment is bad for our country, that it is diluting our culture and undermining our values.  The hypocrisy of bringing in foreigners to tell us that opening our country to foreigners is bad for us is ludicrous and is obviously a sign of mental illness in those who oppose our modernization.",,
News Online Today,285,25/9/2005,25/9/2005 0:00,"ELODIS, Kronos",ELODIS PROTESTS TURN TO RIOTS AND ARRESTS,"The Protectors of Kronos (POK) continue to protest against the Kronos Government and GAStech International alleging pollution, water contamination and a lack of a government response. After the recent rioting, government officials had no choice, but to round up the protesters and arrest them for trespassing.",,
News Online Today,286,19/6/2010,19/6/2010 0:00,"ABILA, Kronos","IN REMEMBRANCE:  THE DEATH OF ELIAN KAREL, A YEAR LATER","One year ago today a young man in search of a brighter future for his countrymen died in a cold, cement prison.  Instead, sometime in the early morning hours of 19 June, Elian Karel died with injuries inexplicable with the official cause of death.  Unnamed sources close to the investigation, however, have provided witness testimony that Karel's body showed signs of blunt force trauma, abrasions and lacerations which occurred within hours before his death.",,
News Online Today,288,21/6/2011,21/6/2011 0:00,"ABILA, Kronos",A LOOK BACK AT A LIFE CUT TRAGICAL SHORT: ELIAN KAREL,"Two years ago yesterday Elian Karel died at age 28 in an Abila jail cell, purportedly of cardiac arrest.  After Karel's body was cremated and sent to his family in Elodis, the Abila Chief of Police closed the case and has declined to answer questions about Karel's death stating that ""we are satisfied the death was of natural causes and will no longer be entertaining inquiries."" As reported at the time of Karel's death, several people close to the investigation reported that Karel'[s body showed signs of blunt force trauma, abrasions and lacerations which were not consistent with the cause of death reported by the police. Police have denied anything unusual happened in Karel's death and city officials claim the accusations of murder and wrongful death are asserted by POK rabble-rousers attempting to incite instability and violence.",,
